Title,Rating,Year,Duration,Votes,Director,MetaScore,Description,Rating Category,Predicted Rating Category
802. Смертельный шторм,7.7,,N/A,3000,Unknown,0.0,"The Roth family leads a quiet life in a small village in the German Alps during the early 1930s. After the Nazis come to power, the family is divided and Martin Breitner, a family friend, is caught up in the turmoil.",Good,Good
803. Дорогой Закари: письмо сыну о его отце,8.5,,N/A,42000,Unknown,82.0,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,Excellent,Good
804. Оклеветанная,7.8,,N/A,2000,Unknown,0.0,"When a socialite sues a big paper for libel, the editor responsible calls in the help of his ignored fiancée and a former employee to frame her and make the false story seem true.",Good,Good
805. Неотправленное письмо,7.8,,N/A,4000,Unknown,0.0,Four geologists search for diamonds in the wilderness of Siberia.,Good,Good
806. Аладдин,8.0,,N/A,479000,Unknown,86.0,A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,Excellent,Excellent
807. Мама Рома,7.8,,N/A,11000,Unknown,0.0,"An ex-prostitute reunites with her son, but an extortion scheme threatens her aspirations for a decent life.",Good,Good
808. Маленькие женщины,7.2,,N/A,1000,Unknown,92.0,A chronicle of the lives of sisters growing up in 19th-century New England.,Good,Good
809. Хроника одного лета,7.5,,N/A,7000,Unknown,0.0,"A documentary about the everyday lives of ordinary Parisians, done in the style of cinéma vérité.",Good,Good
810. Злые и красивые,7.8,,N/A,17000,Unknown,86.0,"An unscrupulous movie producer uses an actress, a director and a writer to achieve success.",Good,Good
811. Целуй меня насмерть,7.5,,N/A,23000,Unknown,0.0,"A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious ""great whatsit"".",Good,Good
812. Мышьяк и старые кружева,7.9,,N/A,76000,Unknown,0.0,"Mortimer Brewster, a Brooklyn writer of books on the futility of marriage, risks his reputation after he decides to tie the knot. Things grow complicated when he learns that his beloved maiden aunts Abby and Martha are serial murderers.",Good,Good
813. Люби меня сегодня,7.5,,N/A,7000,Unknown,0.0,"A Parisian tailor finds himself posing as a baron in order to collect a sizeable bill from an aristocrat, only to fall in love with an aloof young princess.",Good,Good
814. Александр Невский,7.5,,N/A,13000,Unknown,0.0,The story of how a great Russian prince led a ragtag army to battle an invading force of Teutonic Knights.,Good,Good
815. Артист,7.8,,N/A,251000,Unknown,89.0,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic.",Good,Good
816. Кроваво-красное,7.5,,N/A,44000,Unknown,89.0,A jazz pianist and a wisecracking journalist are pulled into a complex web of mystery after the former witnesses the brutal murder of a psychic.,Good,Good
817. Конвейер,7.5,,N/A,11000,Unknown,77.0,"When three automotive factory workers who're struggling financially try to steal from their own labor union, they discover corruption, and reluctantly decide to use this information for blackmail.",Good,Good
818. Оливер Твист,7.8,,N/A,14000,Unknown,84.0,"In Charles Dickens' classic tale, an orphan wends his way from cruel apprenticeship to den of thieves in search of a true home.",Good,Good
"819. Америка, Америка",7.7,,N/A,1000,Unknown,72.0,A young Greek stops at nothing to secure a passage to America.,Good,Good
820. Завтрак у Тиффани,7.6,,N/A,196000,Unknown,77.0,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",Good,Good
821. Паника,7.9,,N/A,7000,Unknown,0.0,"After an elderly maid is murdered, opinions are manipulated, evidence is planted, violence erupts, and panic ensues.",Good,Good
822. Кентерберийская история,7.3,,N/A,7000,Unknown,85.0,Three modern-day pilgrims investigate a bizarre crime in a small town while on their way to Canterbury.,Good,Good
823. Москва слезам не верит,8.0,,N/A,15000,Unknown,0.0,"Three young provincial women come to Moscow in search of what people in all the capitals of the world are looking for - love, happiness and prosperity. Their destinies develop exactly as the character of each of the girls suggests.",Excellent,Excellent
824. Ведьмы,7.6,,N/A,17000,Unknown,0.0,"Fictionalized documentary showing the evolution of witchcraft, from its pagan roots to its confusion with hysteria in Eastern Europe.",Good,Good
825. После жизни,7.6,,N/A,14000,Unknown,91.0,"After death, people have a week to choose only one memory to keep for eternity.",Good,Good
826. Касание Дзен,7.5,,N/A,6000,Unknown,0.0,A lady fugitive on the run from corrupt government officials is joined in her endeavors by an unambitious painter and skilled Buddhist monks.,Good,Excellent
827. Неизвестный,7.7,,N/A,6000,Unknown,0.0,A criminal on the run hides in a circus and seeks to possess the daughter of the ringmaster at any cost.,Good,Good
828. Мафиозо,7.6,,N/A,1000,Unknown,88.0,"When a good-natured factory supervisor living in Milan with his Northern wife returns to his native Sicily, a decades'-old oath forces him to fulfill a nightmarish obligation.",Good,Good
829. Вся красота и кровопролитие,7.5,,N/A,4000,Unknown,91.0,"Follows the life of artist Nan Goldin and the downfall of the Sackler family, the pharmaceutical dynasty who was greatly responsible for the opioid epidemic's unfathomable death toll.",Good,Good
830. Белая лента,7.8,,N/A,79000,Unknown,84.0,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",Good,Good
831. Боб - прожигатель жизни,7.6,,N/A,14000,Unknown,80.0,"After losing big, an aging gambler decides to assemble a team to rob a casino.",Good,Good
832. Бартон Финк,7.6,,N/A,131000,Unknown,69.0,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,Good,Good
833. Игра навылет,7.9,,N/A,51000,Unknown,0.0,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.",Good,Good
"834. Тот, кто получает пощёчины",7.8,,N/A,5000,Unknown,0.0,A bitter clown endeavors to rescue the young woman he loves from the lecherous baron who once betrayed him.,Good,Good
835. В центре внимания,8.1,,N/A,511000,Unknown,93.0,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",Excellent,Good
836. Парни что надо,7.8,,N/A,66000,Unknown,91.0,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.",Good,Good
837. Рома,7.7,,N/A,172000,Unknown,96.0,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,Good,Good
838. Пожары,8.3,,N/A,214000,Unknown,80.0,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Excellent,Excellent
839. Большие гонки,8.4,,N/A,15000,Unknown,0.0,Reodor Felgen decides that he will enter a car race to defeat his former friend who has stolen his plans for a car.,Excellent,Good
840. Жан де Флоретт,8.1,,N/A,28000,Unknown,0.0,A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.,Excellent,Excellent
841. Весна в маленьком городе,7.3,,N/A,5000,Unknown,0.0,A lonely housewife finds her monotonous life altered when her childhood sweetheart returns to town.,Good,Good
842. Страница безумия,7.3,,N/A,8000,Unknown,0.0,A man takes a job at an asylum with hopes of freeing his imprisoned wife.,Good,Good
843. Мимино,8.1,,N/A,1000,Unknown,0.0,"Local Georgian pilot Mimino dreams of flying airplanes for major international airlines. To realize his aspirations, he goes to Moscow where he encounters a fellow comrade from the Caucasus, the Armenian Rubik. Many misadventures ensue.",Excellent,Excellent
844. Рассекая волны,7.8,,N/A,73000,Unknown,82.0,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.",Good,Good
845. Улыбки летней ночи,7.7,,N/A,15000,Unknown,0.0,"In Sweden at the turn of the century, members of the upper class and their servants find themselves in a romantic tangle that they try to work out amidst jealousy and heartbreak.",Good,Good
846. Крепкий орешек,8.2,,N/A,965000,Unknown,72.0,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Excellent,Excellent
847. Тоска Вероники Фосс,7.6,,N/A,9000,Unknown,0.0,"Partially based on the life of Sybille Schmitz, who found fame under the Nazi regime, but whose career was destroyed afterward. Veronika Voss is a once prominent UFA actress, kept by her doctor, who raises suspicion in a sports journalist.",Good,Good
848. Улица стыда,7.8,,N/A,5000,Unknown,0.0,The personal tales of various prostitutes who occupy a brothel.,Good,Good
849. В год тринадцати лун,7.4,,N/A,9000,Unknown,0.0,"A transgender woman tries to salvage something from the wreckage love has made of her life by confronting her anguished past, hoping to find ultimate acceptance among former acquaintances and herself.",Good,Good
850. Дорогая,7.0,,N/A,1000,Unknown,0.0,Beautiful but amoral model Diana Scott sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.,Good,Good
851. Серпико,7.7,,N/A,138000,Unknown,83.0,An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.,Good,Good
852. Табу,7.4,,N/A,5000,Unknown,0.0,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",Good,Good
853. Без надежды,7.5,,N/A,4000,Unknown,0.0,"In Hungary, the national movement led by Kossuth has been crushed and the Austrian hegemony re-established, but partisans carry on with violent actions. In order to root out the guerilla, the army rounds up suspects and jails them in an isolated fort. The authorities do not have the identity of the guerilla leaders, who are supposed to be present among the prisoners. However, they know enough about some of the suspects to apply perfidious forms of coercion effectively.",Good,Good
854. Багдадский вор,7.7,,N/A,2000,Unknown,0.0,A recalcitrant thief vies with a duplicitous Mongol ruler for the hand of a beautiful princess.,Good,Good
855. Джонни Белинда,7.7,,N/A,5000,Unknown,0.0,"A kind doctor volunteers to tutor a deaf-mute woman, but scandal starts to swirl when his pupil is raped and falls pregnant.",Good,Good
856. Призрак свободы,7.8,,N/A,18000,Unknown,0.0,A series of surreal sequences that critique morality and society in a stream of consciousness style.,Good,Good
857. Одержимая,7.3,,N/A,47000,Unknown,75.0,A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.,Good,Good
858. Сука любовь,8.0,,N/A,257000,Unknown,83.0,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City.",Excellent,Excellent
859. Мои друзья,7.9,,N/A,2000,Unknown,0.0,Four inseparable friends try to face their midlife crisis with daytrips and pranks at the expense of their families and the people around them.,Good,Good
860. Гибель Титаника,7.9,,N/A,18000,Unknown,0.0,"On her maiden voyage in April 1912, the supposedly unsinkable RMS Titanic strikes an iceberg in the Atlantic Ocean.",Good,Good
861. Девушки в униформе,7.5,,N/A,9000,Unknown,0.0,"At an all-girls boarding school, Manuela falls in love with a teacher, to terrific consequences.",Good,Good
862. Горькие слезы Петры Фон Кант,7.5,,N/A,12000,Unknown,73.0,A troubled fashion designer strikes up a romance with a much younger woman.,Good,Good
863. День Шакала,7.8,,N/A,47000,Unknown,80.0,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.",Good,Good
864. Земля кочевников,7.3,,N/A,189000,Unknown,87.0,"A woman in her sixties, after losing everything in the Great Recession, embarks on a journey through the American West, living as a van-dwelling modern-day nomad.",Good,Good
865. Воспоминания об отсталости,7.6,,N/A,9000,Unknown,0.0,A Cuban man cycles through his opinions and memories as the threat of foreign invasion intensifies and the rest of his family moves to Miami.,Good,Good
866. Пейзаж в тумане,7.9,,N/A,10000,Unknown,0.0,Two children journey the long road to Germany to find the man they believe to be their father.,Good,Good
867. Грек Зорба,7.6,,N/A,25000,Unknown,0.0,A reserved English writer travelling to Crete on a matter of business finds his life changed forever when he meets the gregarious Alexis Zorba.,Good,Good
868. Разум и чувства,7.7,,N/A,129000,Unknown,84.0,"Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites.",Good,Good
869. ВАЛЛ·И,8.4,,N/A,2000000,Unknown,95.0,"A robot who is responsible for cleaning a waste-covered Earth meets another robot and falls in love with her. Together, they set out on a journey that will alter the fate of mankind.",Excellent,Excellent
870. Время жить и время умирать,7.5,,N/A,7000,Unknown,0.0,"The semi-autobiographical film on director Hou Hsiao-Hsien's childhood and adolescence, when he was growing up in Taiwan, living through the deaths of his father, mother and grandmother.",Good,Good
871. Тайбэйская история,7.6,,N/A,2000,Unknown,0.0,"Lung is a former member of the national Little League team who lives with his old childhood sweetheart Ah-chin, a traditional family woman. Although they live together, Ah-chin is weary of Lung's past liaison with another girl.",Good,Good
872. Трудности перевода,7.7,,N/A,503000,Unknown,91.0,A fading movie star falls for a lonely young woman in Tokyo.,Good,Good
873. Товарищи: Почти история любви,8.1,,N/A,1000,Unknown,0.0,"Two Chinese-mainlanders living in Hong Kong form a close friendship. Over the years this grows into love, but there are obstacles.",Excellent,Good
874. Операция «Ы» и другие приключения Шурика,8.4,,N/A,15000,Unknown,0.0,"Three stories about Shurik - a young student. He fights against criminals, falls in love, confuses apartments, passes exams - he lives after all.",Excellent,Good
875. Игры разума,8.2,,N/A,1000000,Unknown,72.0,"A mathematical genius, John Nash made an astonishing discovery early in his career and stood on the brink of international acclaim. But the handsome and arrogant Nash soon found himself on a harrowing journey of self-discovery.",Excellent,Excellent
876. Одинокий,7.7,,N/A,7000,Unknown,0.0,"Two lonely people in the big city meet and enjoy the thrills of an amusement park, only to lose each other in the crowd after spending a great day together. Will they ever see each other again?",Good,Good
877. Большой Лебовски,8.1,,N/A,876000,Unknown,71.0,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",Excellent,Good
878. Игрок,7.5,,N/A,67000,Unknown,86.0,"A Hollywood studio executive is being sent death threats by a writer whose script he rejected, but which one?",Good,Good
879. Пешком-пешком,7.9,,N/A,19000,Unknown,89.0,A family gathers together for a commemorative ritual whose nature only gradually becomes clear.,Good,Good
880. Вселяющий страх,7.7,,N/A,7000,Unknown,0.0,A metaphysical mystery about the lives of three couples in Taipei that continually intersect over a span of several weeks.,Good,Good
881. Шоу Трумана,8.2,,N/A,2000000,Unknown,90.0,An insurance salesman discovers his whole life is actually a reality TV show.,Excellent,Good
882. Мисима: Жизнь в четырёх главах,7.9,,N/A,15000,Unknown,84.0,A fictionalized account in four chapters of the life of celebrated Japanese writer Yukio Mishima.,Good,Good
883. Сержант Йорк,7.7,,N/A,20000,Unknown,0.0,"A Tennessee farmer and marksman is drafted in World War I, and struggles with his pacifist inclinations before becoming one of the most celebrated war heroes.",Good,Excellent
884. Люди-кошки,7.2,,N/A,27000,Unknown,85.0,An American man marries a Serbian immigrant who fears that she will turn into the cat person of her homeland's fables if they are intimate together.,Good,Good
885. Юг,7.8,,N/A,5000,Unknown,0.0,"A woman reflects on her childhood relationship with her father, attempting to understand the depths of his despair and the truth of his myths.",Good,Good
886. Незамужняя женщина,7.2,,N/A,3000,Unknown,79.0,A Manhattan woman struggles with her identity as she tries to move on from a painful divorce.,Good,Good
887. Безумцы Титиката,7.7,,N/A,3000,Unknown,0.0,Documentary filmmaker Frederick Wiseman takes us inside the Massachusetts Correctional Institution Bridgewater where people stay trapped in their madness.,Good,Good
888. Казино,8.2,,N/A,578000,Unknown,73.0,"In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite.",Excellent,Good
889. Дестри снова в седле,7.6,,N/A,13000,Unknown,81.0,"Deputy sheriff Destry tames the town of Bottle Neck, including saloon singer Frenchy.",Good,Good
890. Амели,8.3,,N/A,807000,Unknown,70.0,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.",Excellent,Excellent
891. Уитнэйл и Я,7.5,,N/A,49000,Unknown,84.0,"In 1969, two substance-abusing, unemployed actors retreat to the countryside for a holiday that proves disastrous.",Good,Good
892. Время цыган,8.1,,N/A,33000,Unknown,0.0,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",Excellent,Excellent
893. Назарин,7.7,,N/A,6000,Unknown,0.0,"A priest in a poor community lives a charitable life in accordance with his religious principles, but many others do not return the favor.",Good,Good
894. Лола,7.4,,N/A,9000,Unknown,73.0,"A bored young man meets with his former girlfriend, now a cabaret dancer and single mother, and soon finds himself falling back in love with her.",Good,Good
895. Мой американский дядюшка,7.6,,N/A,7000,Unknown,0.0,The intersecting stories of three people who face difficult choices in life-changing situations are used to illustrate the theories espoused by Henri Laborit about human behavior and the relationship between the self and society.,Good,Good
896. На ярком солнце,7.7,,N/A,21000,Unknown,0.0,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",Good,Good
897. Центральный вокзал,8.0,,N/A,44000,Unknown,80.0,"The emotive journey of a former schoolteacher who writes letters for illiterate people, and a young boy whose mother has just died, as they search for the father he never knew.",Excellent,Excellent
898. Для Самы,8.5,,N/A,13000,Unknown,89.0,FOR SAMA is both an intimate and epic journey into the female experience of war.,Excellent,Excellent
"899. Далекие голоса, застывшие жизни",7.4,,N/A,4000,Unknown,86.0,"The lives of an English working-class family are told out of order in a free-associative manner. The first part, ""Distant Voices"", focuses on the father's role in the family. The second part, ""Still Lives"", focuses on his children.",Good,Good
900. Служебный роман,8.2,,N/A,11000,Unknown,0.0,"The life of entire statistical bureau becomes crazy when an ordinary worker, a shy man, falls in love with a boss, a strict woman.",Excellent,Good
901. Двухполосное шоссе,7.2,,N/A,14000,Unknown,89.0,"While drag-racing through the American Southwest in a Chevrolet 150, a driver and his mechanic cross paths with an enigmatic hitchhiker and the tall-tale-spinning driver of a GTO.",Good,Good
"902. Угадай, кто придет к обеду?",7.8,,N/A,50000,Unknown,63.0,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,Good,Good
903. Зелёная миля,8.6,,N/A,4000000,Unknown,61.0,"Paul Edgecomb, the head guard of a prison, meets an inmate, John Coffey, a black man who is accused of murdering two girls. His life changes drastically when he discovers that John has a special gift.",Excellent,Excellent
904. Старая мельница,7.8,,N/A,5000,Unknown,0.0,"As a thunderstorm approaches, birds, mice and other creatures try to stay safe and dry in an old mill.",Good,Good
905. Джентльмены удачи,8.3,,N/A,13000,Unknown,0.0,It so happens that peaceful kindergarten teacher is incredibly similar to the terrible villain who stole the helmet of Alexander the Great. And villain's accomplices are unexpectedly similar to children - they also need love and care.,Excellent,Excellent
906. День сурка,8.0,,N/A,701000,Unknown,72.0,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day.",Excellent,Excellent
907. Веселый развод,7.4,,N/A,9000,Unknown,80.0,A woman thinks a flirting man is the co-respondent her lawyer has hired to expedite her divorce.,Good,Good
908. Лунный свет,7.4,,N/A,337000,Unknown,99.0,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.",Good,Good
909. Набережная Орфевр,7.7,,N/A,6000,Unknown,89.0,"A jealous husband intends to kill the man his wife is meeting for business, but arrives to find the deed already done.",Good,Good
910. Изысканный замок,8.7,,N/A,13000,Unknown,0.0,"When a forbidden room in an old bungalow is unbolted, the spirit of a vengeful dancer is unleashed.",Excellent,Excellent
"911. Больше, чем жизнь",7.4,,N/A,4000,Unknown,0.0,"A seriously-ill schoolteacher becomes dependent on a ""miracle"" drug that begins to affect his sanity.",Good,Good
912. Европа 51,7.4,,N/A,5000,Unknown,0.0,A wealthy woman becomes obsessed with humanitarianism when her young son dies after committing suicide.,Good,Good
913. Маленький беглец,7.5,,N/A,1000,Unknown,91.0,"A young boy fears that he shot his older brother, who is only faking. He then runs away to Coney Island, a crowded beach area, and gets money by returning soda bottles for their deposits.",Good,Good
914. Бремя мечты,7.9,,N/A,4000,Unknown,77.0,"A documentary following German auteur Werner Herzog as he deals with difficult actors, bad weather and getting a boat over a mountain, all in an effort to make his film Фицкарральдо (1982).",Good,Good
915. Рожденная вчера,7.5,,N/A,13000,Unknown,0.0,"While in Washington to lobby for favorable legislation, a garbage tycoon hires a reporter to teach his ex-showgirl mistress proper etiquette to better fit in with high society, but she ends up learning more than he bargained for.",Good,Good
916. Жестокая игра,7.2,,N/A,61000,Unknown,90.0,"A British soldier kidnapped by the IRA soon befriends one of his captors, who then becomes drawn into the soldier's world.",Good,Good
917. Кулачное право свободы,7.6,,N/A,7000,Unknown,0.0,A suggestible working-class innocent wins the lottery but lets himself be taken advantage of by his bourgeois new boyfriend and his circle of materialistic friends.,Good,Good
918. Смертная казнь через повешение,7.5,,N/A,5000,Unknown,0.0,"A Korean man is sentenced to death by hanging, but he survives the execution. For the following two hours, his executioners try to work out how to handle the situation in this black farce.",Good,Good
919. Акира,8.0,,N/A,211000,Unknown,68.0,"A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.",Excellent,Excellent
920. На Западном фронте без перемен,7.8,,N/A,261000,Unknown,76.0,A young German soldier's terrifying experiences and distress on the western front during World War I.,Good,Good
921. Падение дома Ашеров,7.2,,N/A,7000,Unknown,0.0,"Allan visits the sinister Usher family mansion, where his friend Roderick is painting a portrait of his sickly wife Madeline. The portrait seems to be draining the life out of Madeline, slowly leading to her death.",Good,Good
922. Наслаждение,7.6,,N/A,5000,Unknown,0.0,Three short stories about pleasure.,Good,Good
923. Комната с видом,7.2,,N/A,49000,Unknown,83.0,"Lucy Honeychurch shares a brief romance with George Emerson in Florence. Yet as she tries to move on with her life and look for marriage elsewhere, can she truly forget the events of that summer?",Good,Good
924. Квайдан: Повествование о загадочном и ужасном,7.9,,N/A,21000,Unknown,0.0,A collection of four Japanese folk tales with supernatural themes.,Good,Good
925. Сердца и мысли,8.2,,N/A,3000,Unknown,68.0,A startling and courageous landmark documentary that unflinchingly confronted the United States' involvement in Vietnam at the height of the controversy that surrounded it.,Excellent,Excellent
926. Потерянный горизонт,7.6,,N/A,15000,Unknown,0.0,"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay.",Good,Good
927. Принесите мне голову Альфредо Гарсия,7.4,,N/A,22000,Unknown,80.0,An American barroom pianist and his prostitute girlfriend go on a trip through the Mexican underworld to collect the bounty on the head of a dead gigolo.,Good,Good
928. Бездомный пес,7.8,,N/A,19000,Unknown,0.0,"During a sweltering summer, a rookie homicide detective tries to track down his stolen Colt pistol.",Good,Good
929. Скачи по высокогорью,7.4,,N/A,15000,Unknown,92.0,An ex-union soldier is hired to transport gold from a mining community through dangerous territory. But what he doesn't realize is that his partner and old friend is plotting to double-cross him.,Good,Good
930. Жижи,6.6,,N/A,25000,Unknown,82.0,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",Good,Good
931. El-Kit Kat,8.2,,N/A,8000,Unknown,0.0,"Sheikh Hosny is a blind man who lives with his old mother and his frustrated son in the Kit Kat neighborhood. His son Youssef dreams of going to Europe to find work, and has a relationship with a divorced woman named Fatima. Sheikh Hosny refuses to admit his handicap and dreams of riding a motorcycle like every sighted person, he also spends his nights smoking marijuana with the locals in order to forget his miseries after the loss of his wife and selling his father's house. He knows everything about his neighbors and their secrets and love affairs.",Excellent,Excellent
932. Сука,7.5,,N/A,5000,Unknown,0.0,"Maurice Legrand, a meek cashier married to a nagging wife, has a secret passion: he's a Sunday painter. He falls in love with Lulu, a young woman dominated by Dédé, the pimp who she works for. Dédé pushes Lulu into a relationship with him.",Good,Good
933. Парк наказаний,7.7,,N/A,8000,Unknown,0.0,"""Punishment Park"" is a pseudo-documentary purporting to be a film crews's news coverage of the team of soldiers escorting a group of hippies, draft dodgers, and anti-establishment types across the desert in a type of capture the flag game. The soldiers vow not to interfere with the rebels' progress and merely shepherd them along to their destination. At that point, having obtained their goal, they will be released. The film crew's coverage is meant to insure that the military's intentions are honorable. As the representatives of the 60's counter-culture get nearer to passing this arbitrary test, the soldiers become increasingly hostile, attempting to force the hippies out of their pacifist behavior. A lot of this film appears improvised and in several scenes real tempers seem to flare as some of the ""acting"" got overaggressive. This is a interesting exercise in situational ethics. The cinéma vérité style, hand-held camera, and ambiguous demands of the director - would the actors be able to maintain their roles given the hazing they were taking - pushed some to the brink. The cast's emotions are clearly on the surface. Unfortunately this film has gone completely underground and is next to impossible to find. It would offer a captivating document of the distrust that existed between soldiers willfully serving in the military and those persons who opposed the war peacefully.",Good,Good
934. Жизнь прекрасна,8.6,,N/A,760000,Unknown,58.0,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",Excellent,Excellent
935. Земля обетованная,7.8,,N/A,1000,Unknown,0.0,Three friends hope to build a factory but their plans are quickly jeopardized by local politics and one of the partner's dangerous love affair.,Good,Good
936. Призрак и миссис Мьюр,7.8,,N/A,21000,Unknown,0.0,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost.",Good,Good
937. Корова,7.9,,N/A,2000,Unknown,0.0,"An old villager deeply in love with his cow goes to the capital for a while. While he's there, the cow dies and now the villagers are afraid of his possible reaction to it when he returns.",Good,Good
938. Гарольд и Мод,7.9,,N/A,83000,Unknown,62.0,"Young, rich, and obsessed with death, Harold finds himself changed forever when he meets lively septuagenarian Maude at a funeral.",Good,Good
939. Гигант,7.6,,N/A,43000,Unknown,84.0,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,Good,Good
940. Жирный город,7.2,,N/A,11000,Unknown,89.0,"Two men, working as professional boxers, come to blows when their careers each begin to take different directions.",Good,Good
941. Долгая Страстная пятница,7.6,,N/A,27000,Unknown,82.0,"An up-and-coming gangster is tested by the insurgence of an unknown, very powerful threat.",Good,Good
942. Нанук с Севера,7.6,,N/A,14000,Unknown,0.0,"In this silent predecessor to the modern documentary, film-maker Robert J. Flaherty spends one year following the lives of Nanook and his family, Inuits living in the Arctic Circle.",Good,Good
943. Звезды и солдаты,7.5,,N/A,1000,Unknown,0.0,"During the Russian Civil War, the Red Army - aided by Hungarian Communists - and the White Army fight for control of the area surrounding the Volga.",Good,Good
944. Я шагаю по Москве,7.7,,N/A,5000,Unknown,0.0,"Young Siberian writer Volodya meets Kolya in the Moscow metro in his visit to a famous author. Volodya and Kolya's friend Sasha adventure their love interests in their own way, while Kolya sets out to help them.",Good,Good
945. Любовники с Нового моста,7.6,,N/A,16000,Unknown,0.0,"Alex, who's homeless and addicted to alcohol, and Michèle, who's losing her sight, form a relationship while sleeping rough on Paris's Pont-Neuf bridge.",Good,Good
946. Французский канкан,7.3,,N/A,6000,Unknown,0.0,This comedy drama from Jean Renoir chronicles the revival of Paris' most notorious dance as it tells the story of a theater producer who turns a humble washerwoman into a star at the Moulin Rouge.,Good,Good
947. Доктор Джекилл и мистер Хайд,7.6,,N/A,16000,Unknown,0.0,Dr. Jekyll faces horrible consequences when he lets his dark side run wild with a potion that transforms him into the animalistic Mr. Hyde.,Good,Good
948. За пригоршню долларов,7.9,,N/A,239000,Unknown,65.0,"A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",Good,Good
949. Ночь и город,7.9,,N/A,16000,Unknown,0.0,A small-time grifter and nightclub tout takes advantage of some fortuitous circumstances and tries to become a big-time player as a wrestling promoter.,Good,Good
950. Бекет,7.8,,N/A,16000,Unknown,68.0,"King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's.",Good,Good
951. К востоку от рая,7.8,,N/A,50000,Unknown,72.0,"Two brothers in 1910s California struggle to maintain the favor of their affectionate but strict, Bible-toting father as an old secret about their long-absent mother comes to light.",Good,Good
952. 42-я yлица,7.3,,N/A,13000,Unknown,83.0,"When the leading lady of a Broadway musical breaks her ankle, she is replaced by a young unknown actress, who becomes the star of the show.",Good,Good
